Iteration,Cost,Temperature,Sequence
0,546,100,24 21 12 10 1 11 18 9 16 2 19 23 13 20 22 6 17 14 4 3 7 8 15 5
1,554,99.9,24 21 12 10 1 11 18 9 16 2 19 23 13 20 22 7 17 14 4 3 6 8 15 5
2,532,99.8,24 21 12 10 15 11 18 9 16 2 19 23 13 20 22 7 17 14 4 3 6 8 1 5
3,540,99.7,24 21 12 10 15 11 18 9 16 2 19 23 13 20 22 7 8 14 4 3 6 17 1 5
4,542,99.60001,24 21 12 10 15 11 18 9 16 2 13 23 19 20 22 7 8 14 4 3 6 17 1 5
5,544,99.50001,24 21 12 10 15 11 18 9 16 2 13 23 19 20 22 7 8 6 4 3 14 17 1 5
6,556,99.40001,24 21 12 10 1 11 18 9 16 2 13 23 19 20 22 7 8 6 4 3 14 17 15 5
7,524,99.30001,24 21 19 10 1 11 18 9 16 2 13 23 12 20 22 7 8 6 4 3 14 17 15 5
8,524,99.20001,24 21 19 9 1 11 18 10 16 2 13 23 12 20 22 7 8 6 4 3 14 17 15 5
9,560,99.10001,24 21 19 8 1 11 18 10 16 2 13 23 12 20 22 7 9 6 4 3 14 17 15 5
10,566,99.00002,24 21 19 8 1 11 18 10 16 2 13 23 12 20 22 7 9 6 4 14 3 17 15 5
11,566,98.90002,24 21 19 8 1 11 18 10 16 2 13 23 12 20 22 7 9 6 4 14 3 17 15 5
12,558,98.80002,24 21 10 8 1 11 18 19 16 2 13 23 12 20 22 7 9 6 4 14 3 17 15 5
13,558,98.70002,24 21 10 8 1 11 18 19 16 2 13 23 12 20 22 7 9 6 4 14 3 17 15 5
14,541,98.60002,24 21 10 8 1 11 18 19 16 5 13 23 12 20 22 7 9 6 4 14 3 17 15 2
15,538,98.50002,24 21 10 8 1 11 18 19 16 5 13 23 12 20 22 7 9 6 4 14 3 2 15 17
16,502,98.40002,24 21 10 8 1 11 22 19 16 5 13 23 12 20 18 7 9 6 4 14 3 2 15 17
17,504,98.30003,24 21 10 8 1 16 22 19 11 5 13 23 12 20 18 7 9 6 4 14 3 2 15 17
18,492,98.20003,24 21 6 8 1 16 22 19 11 5 13 23 12 20 18 7 9 10 4 14 3 2 15 17
19,462,98.10003,24 21 6 8 1 16 22 19 11 5 13 23 18 20 12 7 9 10 4 14 3 2 15 17
20,460,98.00003,24 21 9 8 1 16 22 19 11 5 13 23 18 20 12 7 6 10 4 14 3 2 15 17
21,458,97.90003,24 21 9 8 1 16 22 19 11 5 13 23 18 20 12 7 6 10 4 14 15 2 3 17
22,458,97.80003,24 21 9 8 1 16 22 19 11 5 13 23 18 20 12 7 6 10 4 14 15 2 3 17
23,466,97.70004,24 21 9 8 1 16 22 19 11 13 5 23 18 20 12 7 6 10 4 14 15 2 3 17
24,464,97.60004,24 21 9 8 1 19 22 16 11 13 5 23 18 20 12 7 6 10 4 14 15 2 3 17
25,454,97.50004,24 21 9 8 1 19 22 16 11 13 5 23 18 20 12 7 6 10 4 2 15 14 3 17
26,460,97.40004,24 21 9 8 1 19 22 16 11 13 5 23 18 20 6 7 12 10 4 2 15 14 3 17
27,460,97.30004,20 21 9 8 1 19 22 16 11 13 5 23 18 24 6 7 12 10 4 2 15 14 3 17
28,472,97.20004,20 3 9 8 1 19 22 16 11 13 5 23 18 24 6 7 12 10 4 2 15 14 21 17
29,492,97.10004,20 11 9 8 1 19 22 16 3 13 5 23 18 24 6 7 12 10 4 2 15 14 21 17
30,498,97.00005,20 11 9 8 1 19 23 16 3 13 5 22 18 24 6 7 12 10 4 2 15 14 21 17
31,470,96.90005,20 11 9 8 1 19 23 16 13 3 5 22 18 24 6 7 12 10 4 2 15 14 21 17
32,472,96.80005,20 11 9 8 1 19 23 16 13 3 5 22 18 24 15 7 12 10 4 2 6 14 21 17
33,524,96.70005,20 11 9 23 1 19 8 16 13 3 5 22 18 24 15 7 12 10 4 2 6 14 21 17
34,502,96.60005,5 11 9 23 1 19 8 16 13 3 20 22 18 24 15 7 12 10 4 2 6 14 21 17
35,496,96.50005,5 11 9 23 13 19 8 16 1 3 20 22 18 24 15 7 12 10 4 2 6 14 21 17
36,490,96.40005,5 11 9 23 10 19 8 16 1 3 20 22 18 24 15 7 12 13 4 2 6 14 21 17
37,506,96.30006,5 11 9 23 10 19 8 1 16 3 20 22 18 24 15 7 12 13 4 2 6 14 21 17
38,530,96.20006,5 11 9 23 10 19 8 22 16 3 20 1 18 24 15 7 12 13 4 2 6 14 21 17
39,524,96.10006,5 11 9 23 10 19 8 22 16 3 20 1 17 24 15 7 12 13 4 2 6 14 21 18
40,534,96.00006,5 11 9 23 10 19 8 22 16 3 20 1 17 24 15 7 12 6 4 2 13 14 21 18
41,546,95.90006,5 11 9 6 10 19 8 22 16 3 20 1 17 24 15 7 12 23 4 2 13 14 21 18
42,552,95.80006,5 11 9 6 10 19 8 22 12 3 20 1 17 24 15 7 16 23 4 2 13 14 21 18
43,528,95.70007,5 11 9 20 10 19 8 22 12 3 6 1 17 24 15 7 16 23 4 2 13 14 21 18
44,507,95.60007,5 11 9 20 10 18 8 22 12 3 6 1 17 24 15 7 16 23 4 2 13 14 21 19
45,507,95.50007,5 11 9 20 10 18 8 22 12 3 6 1 17 24 15 4 16 23 7 2 13 14 21 19
46,507,95.40007,5 11 9 20 10 18 8 22 12 3 6 1 17 24 15 4 16 23 7 2 13 14 21 19
47,527,95.30007,5 11 6 20 10 18 8 22 12 3 9 1 17 24 15 4 16 23 7 2 13 14 21 19
48,513,95.20007,5 11 6 20 10 18 8 22 12 7 9 1 17 24 15 4 16 23 3 2 13 14 21 19
49,517,95.10007,5 11 6 9 10 18 8 22 12 7 20 1 17 24 15 4 16 23 3 2 13 14 21 19
50,561,95.00008,5 11 6 9 10 18 8 22 12 7 20 1 17 24 15 4 16 3 23 2 13 14 21 19
51,553,94.90008,5 11 6 9 10 18 8 23 12 7 20 1 17 24 15 4 16 3 22 2 13 14 21 19
52,553,94.80008,5 11 6 9 10 18 8 12 23 7 20 1 17 24 15 4 16 3 22 2 13 14 21 19
