Iteration,Cost,Temperature,Sequence
0,546,300,18 10 17 19 14 3 5 13 2 23 21 7 12 24 8 11 4 6 1 15 22 9 20 16
1,540,299.99,15 10 17 19 14 3 5 13 2 23 21 7 12 24 8 11 4 6 1 18 22 9 20 16
2,572,299.98,15 10 17 19 14 3 5 13 2 24 21 7 12 23 8 11 4 6 1 18 22 9 20 16
3,546,299.97,15 10 17 19 14 3 5 13 2 24 21 7 12 23 8 11 4 1 6 18 22 9 20 16
4,580,299.96,15 10 17 19 14 22 5 13 2 24 21 7 12 23 8 11 4 1 6 18 3 9 20 16
5,606,299.95,15 10 17 19 4 22 5 13 2 24 21 7 12 23 8 11 14 1 6 18 3 9 20 16
6,596,299.9399,15 23 17 19 4 22 5 13 2 24 21 7 12 10 8 11 14 1 6 18 3 9 20 16
7,602,299.9299,15 23 17 19 4 22 5 13 2 24 21 7 12 10 20 11 14 1 6 18 3 9 8 16
8,622,299.9199,15 23 17 19 4 22 5 13 2 24 7 21 12 10 20 11 14 1 6 18 3 9 8 16
9,628,299.9099,15 18 17 19 4 22 5 13 2 24 7 21 12 10 20 11 14 1 6 23 3 9 8 16
10,620,299.8999,15 18 17 19 4 5 22 13 2 24 7 21 12 10 20 11 14 1 6 23 3 9 8 16
11,610,299.8899,15 18 17 19 4 14 22 13 2 24 7 21 12 10 20 11 5 1 6 23 3 9 8 16
12,592,299.8799,15 18 17 19 5 14 22 13 2 24 7 21 12 10 20 11 4 1 6 23 3 9 8 16
13,580,299.8699,15 18 17 19 5 14 2 13 22 24 7 21 12 10 20 11 4 1 6 23 3 9 8 16
14,600,299.8599,15 18 17 19 5 14 2 13 22 24 7 21 12 10 20 11 4 6 1 23 3 9 8 16
15,594,299.8499,15 18 17 19 5 14 2 8 22 24 7 21 12 10 20 11 4 6 1 23 3 9 13 16
16,586,299.8398,15 18 17 19 5 14 2 8 22 24 7 21 12 10 20 11 4 6 1 3 23 9 13 16
17,544,299.8298,15 18 17 8 5 14 2 19 22 24 7 21 12 10 20 11 4 6 1 3 23 9 13 16
18,530,299.8198,15 18 17 8 5 14 2 19 22 24 7 21 12 10 13 11 4 6 1 3 23 9 20 16
19,530,299.8098,15 18 17 8 5 14 2 19 22 24 7 21 12 10 13 11 4 6 1 3 23 9 20 16
20,552,299.7998,15 13 17 8 5 14 2 19 22 24 7 21 12 10 18 11 4 6 1 3 23 9 20 16
21,542,299.7898,15 13 17 8 5 14 24 19 22 2 7 21 12 10 18 11 4 6 1 3 23 9 20 16
22,510,299.7798,15 13 17 8 5 14 24 19 22 2 7 18 12 10 21 11 4 6 1 3 23 9 20 16
23,506,299.7698,15 13 17 8 5 14 24 19 22 2 7 18 12 10 21 11 23 6 1 3 4 9 20 16
24,516,299.7598,15 13 17 8 4 14 24 19 22 2 7 18 12 10 21 11 23 6 1 3 5 9 20 16
25,530,299.7498,1 13 17 8 4 14 24 19 22 2 7 18 12 10 21 11 23 6 15 3 5 9 20 16
26,502,299.7397,1 2 17 8 4 14 24 19 22 13 7 18 12 10 21 11 23 6 15 3 5 9 20 16
27,484,299.7297,1 2 17 8 4 14 24 19 22 13 7 18 12 10 21 11 23 6 15 9 5 3 20 16
28,484,299.7197,1 2 17 12 4 14 24 19 22 13 7 18 8 10 21 11 23 6 15 9 5 3 20 16
29,504,299.7097,1 2 17 12 4 14 24 7 22 13 19 18 8 10 21 11 23 6 15 9 5 3 20 16
30,540,299.6997,1 21 17 12 4 14 24 7 22 13 19 18 8 10 2 11 23 6 15 9 5 3 20 16
31,544,299.6897,1 21 17 12 4 14 24 9 22 13 19 18 8 10 2 11 23 6 15 7 5 3 20 16
32,578,299.6797,1 21 17 12 4 14 24 9 22 13 19 18 8 10 2 11 23 6 15 7 16 3 20 5
33,582,299.6697,1 21 17 12 4 14 24 9 10 13 19 18 8 22 2 11 23 6 15 7 16 3 20 5
34,530,299.6597,1 21 17 12 4 14 24 9 10 13 19 18 8 22 16 11 23 6 15 7 2 3 20 5
35,534,299.6497,1 21 9 12 4 14 24 17 10 13 19 18 8 22 16 11 23 6 15 7 2 3 20 5
36,512,299.6396,1 21 15 12 4 14 24 17 10 13 19 18 8 22 16 11 23 6 9 7 2 3 20 5
37,472,299.6296,1 21 15 12 8 14 24 17 10 13 19 18 4 22 16 11 23 6 9 7 2 3 20 5
38,488,299.6196,1 21 15 12 8 14 24 22 10 13 19 18 4 17 16 11 23 6 9 7 2 3 20 5
39,500,299.6096,1 21 15 12 4 14 24 22 10 13 19 18 8 17 16 11 23 6 9 7 2 3 20 5
40,494,299.5996,1 21 15 12 4 14 24 22 10 13 19 18 8 17 23 11 16 6 9 7 2 3 20 5
41,498,299.5896,1 21 15 12 4 14 13 22 10 24 19 18 8 17 23 11 16 6 9 7 2 3 20 5
